autor,calificacion,contenido,hotel,titulo
Kerouac2279,50,"I’ve stayed in probably 25 Hampton Inns and this is the nicest one by a pretty good margin. Large, well decorated rooms, nice big breakfast area, very good gym.,...",Hampton Inn and Suites Guymon,Nicest Hampton
Kerouac2279,30,"While we enjoyed our tour and especially our tour guide, Carlos, the park itself was very crowded. In one instance there were so many tours on a trail that it w,...",Manuel Antonio National Park,Very crowded with good wildlife
Kerouac2279,50,"We decided to splurge  on the Bamboo Villas for our 25th anniversary and despite the expense, it was worth it.  We may be spoiled forever. We simply have never ,...",Tulemar Bungalows & Villas,Bamboo Villas are amazing
Kerouac2279,50,"We walked Quay street and the environs on a Friday night and enjoyed lively street musicians, many outdoor cafes and a hopping atmosphere in a historic setting.,...",Quay Street,Beautiful historic area with streetlife
Kerouac2279,50,"For a hotel located above a gas station and supermarket, this turned out to be a great place.  Very clean, updated lobby and rooms, convenient and free undergro,...",Maldron Hotel Sandy Road Galway,Much nicer than its location
Kerouac2279,20,"Waited at the Convention center and the bus drove right by - ran to catch it as the driver saw me but he took off.  Next bus, promised every 10 minutes, was 20.",Airlink Express,Erratic; does not stop where it claims
Kerouac2279,50,"Located a short walk from the Prado museum and a couple of blocks from Calle Huertas, the Doubletree was an excellent home base.  Many, many restaurants and nic,...",DoubleTree by Hilton Madrid-Prado,Delightful small hotel with prime location
lovethebeach11229,50,"Clean hotel, pleasant employees, safe hotel both outside on the street & inside. Need to use room key to access room floor which keeps stragglers away. Good hot,...",Hilton Garden Inn New York/Midtown Park Ave,"Clean, safe,  worry free"
lovethebeach11229,40,"What an interesting place to walk through. Trees & birds, & fish & weeds & perhaps an alligator or two. Different portions have cement walkways while others hav,...",Green Cay Nature Center and Wetlands,Nature
lovethebeach11229,20,"Sparkling clean but way overpriced. New store in the area, has some items you cannot otherwise purchase locally, but not worth it forme.",Sprouts Farmers Market,$$$$
lovethebeach11229,40,"Enjoyed a lovely seafood dinner in this back outdoor yet enclosed area. The crab dip was filled with pieces of crab. The grouper needed more flavoring, already ,...",The Fish House,Fish
lovethebeach11229,50,"Ventured into this little storefront where there are around 22 tables. Simple yet surprisingly good menu, nothing too fancy here, just delicious food. I enjoyed,...",The Breakfast Shack,Breakfast Shack / not a Shack
lovethebeach11229,40,"Nice local restaurant with plenty of outdoor seating. They have heat lamps for those cool Florida nights. This place is always packed. They have happy hour, TV’,...",AJ's American Grill,Dinner
lovethebeach11229,50,"Finally made it to this 50’s themed restaurant, sadly they are closing as the 80 year old owners are finally retiring.food was good even though it took a long t,...",Ellie's 50's Diner,Fun
lovethebeach11229,50,"Nice restaurant along the water with 2 levels for outdoor dining. We were a large group so they sat us in the upstairs part under a roof but open air. Service w,...",Banana Boat,Outdoor dining
lovethebeach11229,40,"This place is so out of the way & difficult to find but so worth it. If looking for a small local falafel/Greek joint( more like a take out) than a fancy schman,...",Souvlaki Fast,Dinner
lovethebeach11229,50,"Your hunt for Bagels is OVA! Bagels & cannot be beat, at least in this area. This place is always packed & both their in door(for the daring) & their outdoor)di,...",Bagels &,Best Bagels in Florida
lovethebeach11229,40,"With a name like this what more could a Brooklyn girl ask for? Interesting story about these Bagels - they recycle the water in such a way as to make it taste l,...",The Original Brooklyn Water Bagel Co,Bagels!
lovethebeach11229,40,"Not bad. Not the best Chinese food ever had, far from the worst. Price very reasonable. Counter had plenty of bags waiting to be picked up, while other brave pe,...",Chinatown,Chinatown in Boynton Town
lovethebeach11229,50,"Your search is over! You want pizza almost like New York pizza? Owner originally from New Jersey but big NY Yankee subway sign inside. Stopped in for a quick sl,...",Danny's Pizza Kitchen,Yummy NY Pizza on Florida
lovethebeach11229,40,"There was no parking spots so I called & told them what car I was in.  Came out in less than 5 minutes with order, packed nicely with disposable utensils as req,...",Nicoletta's Pizzeria and Restaurant,Curbside pickup
lovethebeach11229,30,"Previous lifetime I would buy cold cuts and salads and meats here, everything always fresh, staff courteous. in the year of 2020 decided to try their $36 Family,...",Salpino III Italian Deli,Family Meal Deal
lovethebeach11229,50,"OMG!!!! Go Go Go! Lobster Rolls - both hot & cold , the hot is served on toasted bread overflowing with HUGE HUNKS of lobster meat. No filler, just pure tasty l,...",D.J.'s Clam Shack,Overstuffed Fresh Lobster Rolls
lovethebeach11229,50,"Did not really know what this was about - but in simple terms - new girl, new school, mid-term - how to fit in, how to make friends. Does Kady(main character) r,...",Mean Girls on Broadway,Wow
lovethebeach11229,50,"Have always stayed at Sunrise in the past, but Grand is as the name implies, simply Grand. Yes I miss some of the amenities at Dunrise as each Hotel has some sl,...",Moon Palace The Grand - Cancún,Best of The Best
lovethebeach11229,50,"What a great place, very educational. Get all the history of that famed concert WOODSTOCK! I personally was too young to attend but this is the music of my yout,...",The Museum at Bethel Woods,Woodstock in Bethel
lovethebeach11229,40,"Delicious. Made reservations a month ahead of our visit. Service was excellent, simple yet very nice decor. Shared the meatball appetizer, steaks cooked to perf,...",Cellaio Steak,Did you say Steak?
Ldmoore67,50,"We loved this adults only hotel. It is far less expensive than Tabacon or The Springs but we were very impressed.  The room was very nice and spacious, We had a,...",The Royal Corin Thermal Water Spa & Resort,Great value with all the amenities
Ldmoore67,50,"My sister and I LOVED this experience.  We were a little nervous as we are 56 and 57 years old and not in the best physical shape.  We opted for a private tour ,...","Canyoning in the Lost Canyon, Costa Rica",Great fun for two middle age sisters!
Ldmoore67,,,"Canyoning in the Lost Canyon, Costa Rica",
Ldmoore67,10,"The bad:King bed is smaller than a true queenNo space for clothes or luggageOne person has to climb over the other to get out of bedSheer curtains - no blac,...",Arlo NoMad,Tiny bed in a glass closet. Overpriced trendy.
Ldmoore67,50,"We ended up at the Hinton after one night in a more expensive micro hotel (Arlo) around the corner. The Hilton was exactly what you would expect which was refre,...",Hilton Garden Inn New York/Midtown Park Ave,5 Stars for value in NY
Ldmoore67,50,"Stopped in when I had a few hours to kill.  The exhibits were all really good.  Included many artifacts and stories of locals.  Veterans, Immigrants, Industry (,...",The St. Louis County Depot,"Great, unexpected museum"
Ldmoore67,50,"This summer some of the walk is under construction but it's just a short stretch by the war memorials.  Overall a beautiful place to walk, run",Lakewalk,beautiful safe walking trail
Ldmoore67,40,Enjoyed the drive and short walk to waterfalls along the way.  Gooseberry was pretty crowded on a Friday in July.,Minnesota's North Shore Scenic Drive,"Nice drive, beautiful scenery"
Ldmoore67,50,"I stayed here for a week in July 2019 while visiting friends.  It's a great location, right in the middle of everything.  You can walk out to the north shore or,...",Canal Park Lodge,"Comfortable friendly hotel, great location"
Ldmoore67,50,"My teens and I were looking for a little adventure in Duluth and the mountain bike traverse was just the ticket.  Liz assessed our abilities and took us on one ,...",The Duluth Experience,Mountain Bike Traverse
Ldmoore67,50,"Reasonably priced and convenient to the peninsula via 280.  Great bar and nice little bakery next door.  Friendly staff.  Appreciated the morning paper.  The fi,...",Juniper Hotel Cupertino Curio Collection By Hilton,Great gem of a hotel.
Ldmoore67,50,"Our 7 HS grads and 4 moms had a blast on our Catamaran outing with Daniel and crew on Friday 6/15 (all Red Sox fans -- wish I could remember their names).  The ,...",Small-Group Cruising and Snorkeling Catamaran Tour,"Fabulous time, great crew!"
Ldmoore67,50,"My sons and I had a great time learning how to fly fish with our guide Eric.  We caught both trout and whitefish, saw Eagles and learned a lot.  We did a privat,...",Jackson Hole Fly Fishing School,Great intro to fly fishing.  Limit private to two.
Ldmoore67,50,"We had a great time at the Cache Creek trail.  The terrain is not for young kids.  My teens and I did the easiest routes (access road up, putt putt, wiggle and ,...",Game Creek Loop,Great mountain biking along Cache Creek
Ldmoore67,30,"Bring your own water.  They don't have ""running"" water and charge $4 for a bottle.  Waffles are a fun sweet treat.  The location is what makes them special.",Corbets Cabin,Fun treat
Ldmoore67,50,Tasty sandwiches (on fresh bagels only).  Fast friendly service right in the middle of town.  Good for a quick lunch.,Pearl Street Bagels,Good quick bite - sandwiches
Ldmoore67,40,"Despite lousy weather we had a great time rafting the Snake.  Our guide, Lorraine steered us thru the best parts of the rapids and the $15 rental for the full w,...",Barker-Ewing Whitewater,Lorraine gave us a fun ride.
Ldmoore67,40,"Stayed at cottage #27 on weekdays in May.  Beautiful property with pleasent front porch to sit and watch the wildlife.  Nice set up for a BBQ, game of corn hole,...",Country Inn & Cottages,Nice retreat
Ldmoore67,50,"Enjoyed the eggplant parm as well as the pasta with chicken and mushrooms.  The seafood ravioli was weighted down with too much heavy cream sauce.  Service was ,...",Pasta Bella Restaurant,"Great food, large portions, good price"
Ldmoore67,50,Good value and very tasty breakfast.  Typical fare but the German pancakes were delicious (cross between crepe and pancake.)  They are huge.,Old German Bakery and Restaurant,Great breakfast and pastries
GeetaB,50,"Can't believe this is free. What a fun experience. Great views of the statue and lower Manhattan. Gives you a good feel of how the island is connected by bridge,...",Staten Island Ferry,Upper level right side for best view of the statue
GeetaB,50,"Super crowded, which made me nervous with Covid ramping up. Lots of vendors too on the bridge. We went to Dumbo and ate a mall type of place that had lots of in,...",Brooklyn Bridge,Avoid Sunday if possible
GeetaB,40,"Just got back from a one nights stay. Smallish room, as would be expected, but would not hesitate to stay there again. Pizza and a food court on the same block,,...",Hilton Garden Inn New York/Midtown Park Ave,July 2022 stay
GeetaB,50,"This will be a long review, but to summarize: excellent location for tourists able to walk 1-2 miles to see all the sights; great hotel built in Feb 2018, super,...",Cambria Hotel Philadelphia Downtown Center City,"Highly recommended: location, comfort, service"
GeetaB,50,"Just made a quick trip, cause short on time, to see the main objects/painting we wanted to see. Used Philly Pass and would highly recommend it",Philadelphia Museum of Art,Great to see such well known works or art
GeetaB,50,"Husband was more into the actual construction  of the place. I was more into the sociological/psychological aspect (how politics influences incarceration, socie,...",Eastern State Penitentiary,Interesting
GeetaB,50,"Got to see Washington's Tent!!! Very cool. Also, check out the Introduction movie, which really puts the  whole museum in a nutshell",Museum of the American Revolution,Interesting
GeetaB,40,"Going up to observatories isn't really my thing, but did it cause it was close to hotel and included in Philly Pass we had",One Liberty Observation Deck,Good if you like birdseye views
GeetaB,50,"Great to see the room where the Declaration of Indep was signed! It was worth paying the 1.50$ and getting the tickets online ahead of time. We went at 3:20, si,...",Independence Hall,Awesome
GeetaB,40,"Hotel was 3 blocks from it on Broad, so we walked past and through it various times. Beautiful from the outside, so large. Thought about going to the top, since,...",City Hall Visitor Center,Grand building
GeetaB,30,"Plus there were large groups of camper kids/schools and it was pretty chaotic for us 53 year olds! We left soon after walking through. We did watch one movie at,...",The Franklin Institute,"Very, very kid oriented"
GeetaB,50,"Went at 4, after the liberty hall tour, and there was no line at all! There is a video towards end of exhibit that summarized the exhibits the lead up to the b,...",Liberty Bell Center,Must see
GeetaB,40,"Loved the Ravioli Quattro frommagio and the pepper /oil dip served with the bread service. Ambiance was ok, but service was very good",Spasso Italian Grill,Excellent food
GeetaB,50,"Bought the 3 day all inclusive pass and after a lot of figuring out, decided that if I used it 3 times in one day, it would be worth it. We definitely got our m,...",Philadelphia Hop-On Hop-Off City Tour,Well worth it!!!
GeetaB,40,"Have been to similar markets in other large cities. Nice to visit, try new foods, just something different to what we get at home. Was the food amazing anywhere,...",Reading Terminal Market,Interesting to visit
GeetaB,50,"Went there cause of my husband's interest. Great to see what life was like on the ship, the size of the ship, understand a little more about history. We took th,...",Battleship New Jersey,Very interesting
GeetaB,40,"Just got back yesterday from a one night stay. Hotel was very clean, great location, with a view of the riverwalk from our room (1703). This is what I learned a,...","Holiday Inn San Antonio-Riverwalk, an IHG Hotel",Great location on riverwalk
GeetaB,50,"Make sure you go during meal times if you want to catch the lively music, people watch and enjoy the atmosphere. ",San Antonio River Walk,Must see
GeetaB,50,"So great that this is a free event. There was a movie within the Alamo, which gave us a nice overview of the history. We didn't feel the need to take an audio o,...",The Alamo,Great piece of history
GeetaB,50,"Make sure the catch the free light show at night (9, 9:30 and 10 PM). Designed by a local artist, it shows the history of San Antonio and was beautiful. Some of,...",San Fernando De Bexar Cathedral,Great light show at night
CKoliander,50,"My family of seven came for dinner our last night in NYC, and what a highlight! We were all treated like family, the service was impeccable and the food is abso,...",Villa Berulia Restaurant,Mama Mia! SO Good!
CKoliander,40,"My family came here on our first night in NYC after a long day of travel. This was my first Korean barbeque experience, and while the food was delicious, I coul,...",Antoya BBQ,"Delicious, But Oh SO Noisy!!"
CKoliander,50,"My family of seven stayed here for three nights in mid-July. I'll admit I didn't make the reservations and after reading a few reviews here, I was a bit nervous,...",Hilton Garden Inn New York/Midtown Park Ave,Perfect Location!
CKoliander,50,"You have to climb two flights of stairs, with a friend on crutches after knee surgery, I really wasn't sure what to expect, but they loved it, so up we went. Dr,...",Sirens Pub,"Climb the Stairs, it's Worth It!"
CKoliander,50,"I just loved this restaurant and wish it was closer than 3,500 miles away from my home! Creative dishes, really good eggs and pancakes! Great waitress and the a,...",Oak Table Cafe,Yummy Breakfast!
CKoliander,50,"After a day on the road, we popped in for dinner. Many restaurants in and near Sequim are closed on Mondays, so we were fortunate Blondie's was open and could s,...",Blondie's Plate,An Absolutely Wonderful Restaurant
CKoliander,50,"Oh, how I wish lived closer to this fabulous market! For those who cook, it is spectacular! What other market has a sign for fish sauce?! It is pricey, but well,...",Central Market - Poulsbo,Fantastic Food Market for Cooks!
CKoliander,50,"I come from the land of Ben and Jerry's, but this ice cream was delicious! Just around the block from the Eliot Bay Book Company, it was a nice stop for a sweet,...",Molly Moon's Homemade Ice Cream,Yum!
CKoliander,40,"This was a recommendation from our AirBnB host and it did not disappoint! Delicious dinner, would recommend and go again when in town!",Pera Mediterranean Bistro,Delicious Dinner
CKoliander,50,"I was expecting this to be a small museum, but in no way is that the case! The Renoir exhibit was stunning as was the art installation! I plan to go back again,,...",The Clark Art Institute,Amazing Collection!
CKoliander,50,"Deciding to take a quick trip over the border for the night, we came across Louise and Richard's bed and breakfast on TA and our decision to stay here did not d,...",Au Coq du Bonheur B&B,A Gem of a Bed and Breakfast!
CKoliander,50,"Oisin's Oscar Wilde literary tour through Dublin was one of the highlights of my 10-day trip to the Emerald Isle with friends. Informative and entertaining, Ois,...",Oscar Wilde Walking Tours Dublin,A Fun Literary Jaunt Through Central Dublin!
julio821,40,"Perfect place to stay if you're going to the ball parks Subway's at the corner. Empire State Building around the corner. A good pizza place 2 blocks down, open ,...",Hilton Garden Inn New York/Midtown Park Ave,Bucket List - Citi Field and Yankee Stadium
julio821,40,"Great hotel right in the enter of the city  walking distance to restaurants  Had a room on the 21st floor with concierge service the ladies working there were v,...",Hartford Marriott Downtown,Wedding trip
julio821,50,"There are 2 things one must do if traveling to CT  first have a hot dog at Frankie's and the second is Pizza  I had the foot long hot dog  and a plain cheesebur,...",Frankies Hot Dogs,Had my hot dog and Cheeseburger taste the same as 30 years ago
julio821,40,"We flew to Hartford for a wedding 10/16 first restaurant we went to was Agave Grill  for an early dinner since we were  starving    (we had no lunch)  the rest.,...",Agave Grill,Great margaritas but small
julio821,20,"Tim Hortons employees need to do a better  job of keeping the flies out of the display window were the doughnuts and pastries are I wanted to eat a Boston Creme,...",Tim Hortons,I don't need flies with my doughnuts
julio821,50,"Breathtaking view from the Canada sides great light show at night and even got fire works on our first night (Monday) but none on Tuesday? The boat ride is wort,...",Horseshoe Falls,What can you say ?
julio821,40,"We didn't feel like eating something heavy so we cross the street to Zappi's and our group of 6 ordered 3 medium pizzas they were very good  with a decent price,...","Zappi's Pizza and Pasta, Italian Eatery",Pizza Pizza Pizza
julio821,50,"THe driver blue line was very nice and accommodating in helping the handicap and others in answering questions   THe WEGO bus was best way to get around in Niag,...",Wego,The WEGO  bus
julio821,50,"Everyone at the hotel was very nice and would answer your questions with a smile they were very helpful in meeting our needs  . We got upgraded to Jr.Suite king,...",Niagara Falls Marriott Fallsview Hotel & Spa,Awesome view from 18th floor
julio821,,I've been to both cities San Juan beaches are  better and so are restaurants,San Juan,
julio821,,I've notice that most   cruise ship  are spending less time on the Island which makes it difficult  to visit places what is the reason  ? for short stay?,San Juan,
julio821,40,"We check in to South Beach #501 a 2 bedroom apt. with son and daughter-in-law grandson we got the room with double beds  very bad for the back the only other th,...",South Beach Condo/Hotel,Nice view of the beach
julio821,50,Awesome place the place was pack we were able taste to taste different flavors good service by the owner ,Super Scoops Inc.,Great ice cream
julio821,30,The food was okay but the  service was very good I had 2 appetizers for dinner since I wasn't drinking I didn't have drink which I should da have.....,Captain Bill’s Gulfside Tavern,Good view of the beach
julio821,40,The restaurant had great service we had some appetizers with some champagne  on the back yard so you could watch golfers finish the eighteenth hole.... ,Pentland Restaurant,Great Hotel
julio821,40,"If you want stay in the center of it all this is a hotel for you.The guys in reception area are great recommending restaurant  and places to visit. Everything h,...",Hotel Europa,The perfect hotel
julio821,30,Some waiters had an attitude some were nice as for the food nothing to brag about  breakfast was bad  I hate cold scramble eggs.... ,Cafeteria del Hotel Europa,Service was a hit or missed
julio821,30,"El Corte Ingles has a very nice food court on the top floor of their store a must see.. great view of the city   I tried the Italian pizza and pasta with Alfred,...",El Corte Ingles,Expensive and bad
julio821,50,"By far the best meal we had in Madrid recommended by the staff   at the hotel and with in walking distance from the hotel the manager let us in around 7:15 even,...",Casa Gallega,Best meal
julio821,50," The center of city everything you need is there hotels,restaurants, stores,entertainment and tickets  ",Puerta del Sol,El Centro
nrconsulting200,20,"I stayed at this hotel because it was close to the hospital where I was having surgery. I advised the front desk that I needed a quiet room in order to recupera,...",Hilton Garden Inn New York/Midtown Park Ave,"Great, if you enjoy noise…"
Jayesh,10,"My Stay during 17 - 22 June 2022 and 30 Jun - 02 Jul 2022 Name of Dr. Jayesh Gajjar, Dr. Bina Gajjar and Mr. Vinit Gajjar (lawyer) & Miss Jhanvi Gajjar (reporte,...",Hilton Garden Inn New York/Midtown Park Ave,Brekfast not provide
Jayesh,,,Lido Motel,
Jayesh,,,Lido Motel,
Jayesh,,,Lido Motel,
Jayesh,,,Lido Motel,
Jayesh,50,"We stayed just one night in this motel as it was on our way to our further destination of Phoenix. It's located on a main thoroughfare and was easy to find. Che,...",Lido Motel,Excellent location on route 66 @ kingman
Jayesh,,,Coco's Resort,
Jayesh,,,Coco's Resort,
Jayesh,,,Coco's Resort,
Jayesh,,,Coco's Resort,
Jayesh,,,Coco's Resort,
Jayesh,,,Coco's Resort,
Jayesh,,,Coco's Resort,
Jayesh,,,Coco's Resort,
Jayesh,,,Coco's Resort,
Jayesh,,,Coco's Resort,
Jayesh,,,Coco's Resort,
Jayesh,,,Coco's Resort,
Jayesh,,,Coco's Resort,
Jayesh,50,"The Hotel Manager Mr.  Pramod Goyal is very nice person any time he is ready to surve you..i was visited with 30 pexs ...he has manage very nicely and provide g,...",Kavish The Haveli Resort,Resort is @ Excellent Location
Kimberly M,50,"We stayed in Midtown Manhattan for my youngest son to have heart surgery at NYU Langone. Although there were a few hiccups with the trip, EVERY person that I en,...",Hilton Garden Inn New York/Midtown Park Ave,"Pleasant stay, will definitely return."
conary,50,"This hotel is in a great location in Manhattan - close to Penn station and a host of subway stations. So much of Manhattan is within walking distance from this ,...",Hilton Garden Inn New York/Midtown Park Ave,"Amazing location, spacious rooms."
conary,40,"The location of this hotel is great - only a few minutes from the subway station and within walking distance of a lot of attractions. My room was comfortable, c,...","Holiday Inn Manhattan 6th Ave - Chelsea, an IHG Hotel","Great location, friendly and helpful staff"
conary,40,"We went here for dinner after 10 on a sunday night which was no problem since they stay open past midnight. We loved the american diner-inspired menu. Our waite,...",Le Pick-Clops,Lively café perfect for a late night tête-à-tête
conary,40,"First of all, the location is not that far from the subway. It's a few blocks, but the area felt pretty safe, even at night. It's definitely quiet around there.,...",The Condor Hotel,"Quiet location, spacious rooms"
conary,50,"Locals and tourists sit next to each other at long tables or sometimes even share smaller tables. Don't go here if you insist on having a quiet table for two! G,...",Rheinfelder Bierhalle,"Great Swiss Food - this is where the locals eat, too."
conary,50,"We couldn't find this hotel on any of the travel websites, so we called them directly to make a reservation. They were friendly and inviting so we were looking ,...",Hotel Lemon,Hidden Gem
conary,40,"The ladies who served us were very helpful in explaining menu items. They made us feel welcome and gave the impression that they appreciated having us as their ,...",La Table D'Oc,"Warm atmosphere, truly delicious food, reasonably priced."
conary,40,"Great location only a few minutes on foot from the ocean and the center of town. The couple that runs the hotel was very friendly and helpful. There is a pool b,...",Hotel Le Bleu Marine,Great value at good location.
conary,40,"We've eaten out at a number of restaurants on our trip through the provence so far, but nowhere did we find a combination of fresh and tasty fare at an atmosphe,...",Le Carré d'Herbes,Best meal we've had in the provence so far.
conary,40,"Clean rooms with nice bathrooms. We didn't try the breakfast buffet. Only minutes on foot to center of town. On sundays there's a flea market and all the antiqu,...",Hotel Les Nevons,Great place to stay 5 minutes on foot from city center.
conary,40,"We enjoyed the atmosphere as well as the food. There are various priced menu options and our food was delicious. I've never had such an awesome créme brulée in ,...",A Fleur De Sel chez Alexandra,Cozy little restaurant
conary,40,"Our room was modern, clean and the bed was comfortable. The hotel is located within 7 minutes on foot from the center of town. Staff was friendly. Parking is fr,...",Best Western Le Galice Centre-Ville,"Walking distance to center of town, clean, spacious rooms."
conary,30,"For the price this is a good place to spend the night. Our room was clean and the bed was comfortable. The room was pretty small, though. The shower and sink we,...",Hotel de Verdun,Great value - good location.
conary,50,"We enjoyed our stay from A-Z: The room was modern and very clean. While on the small side, it still had a couch and a coffee table in addition to the desk. Ever,...",Courtyard by Marriott Seattle Downtown/Pioneer Square,Up-to-date hotel downtown
conary,40,"We arrived late and were happy that our reservation was kept - the parking lot was full. Unfortunately we were too tired to use the pool that night. The room ha,...",Best Western Pier Point Inn,"Modern rooms, great breakfast"
conary,40,"I was very satisfied with my stay at the Lodge. I had a beautiful room with nice furniture and a very comfortable bed. The bathroom was a little older, but ever,...",The Lodge at Santa Fe,"Nice and comfortable room, great staff"
conary,50,"As its name suggests, this hotel is right on the riverwalk. Most of the city's attractions are within walking distance. The hotel offers valet parking, but you ,...","Hotel Valencia Riverwalk, San Antonio","Great Location, friendly staff"
conary,50,"I chose this hotel only because all properties in Philadelphia were pretty much sold out for the weekend. I was a little apprehensive when I booked this hotel m,...",Clarion Hotel & Suites,This hotel far exceeded my expectations
conary,50,"On my way to Charlottesville, VA I saw a billboard advertising the Doubletree Hotel that had a huge chocolate-chip cookie on it. I remembered that Doubletree us,...",DoubleTree by Hilton Charlottesville,I didn't miss anything at this hotel
conary,50,"What I liked most about the Days Inn Inner Harbor was the friendliness of the staff. This started with the front-desk manager who was absolutely trying to make ,...",Days Inn By Wyndham Baltimore Inner Harbor,Hospitality at its best
Manish Malpani,50,"The hotel does full justice to its name. As soon as you enter this property, you start feeling the grandness and beauty of the hotel. The rooms are very spaciou,...",The Grand Hotel Nuwara Eliya - Heritage Grand,Grandeur experience in Nuwaraeliya! 
Manish Malpani,50,"Waah Taj! The first words that come to mind after reaching the hotel. The location, view, and food everything is terrific. We checked into a room with direct be,...",Taj Bentota Resort & Spa,Waah Taj! The name tell everything
Manish Malpani,50,"Simply WOW! Yes, this was our experience at Marriott. On arrival, Nushika ensured that the check-in was smooth, and we were upgraded to a high-floor ocean-facin,...",Weligama Bay Marriott Resort & Spa,WOW Experience!
Manish Malpani,50,"It was a fantastic experience at this beautiful hotel. My room was upgraded to a suite room. On arrival, the check-in was very smooth and fast. I received a war,...",DoubleTree by Hilton Weerawila Rajawarna Resort,Fantastic experience!
Manish Malpani,50,"I booked services from Lankan Cabs for my recent travel to Srilanka. Mr. Nalaka picked us from the Colombo airport and dropped us back after six days. Nalaka wa,...",Lankan Cabs and travels pvt ltd,Excellent Service!
Manish Malpani,40,"This is the best option in the centre of Bangalore if you are looking for reasonable accommodation. The rooms are excellent and clean. The breakfast spread is l,...",The Elanza Hotel,Best budget accommodation
Manish Malpani,30,"The best part of this hotel is the location. The room was small but decent. The breakfast buffet had a good spread, but the taste was average. The loud music c,...",The Park Bangalore,Average stay
Manish Malpani,40,"The hotel's location is fantastic, and you can get into the city's heart in 10 minutes. The rooms are spacious and the bed quality is very good. They also have ,...",Hilton Garden Inn New York/Midtown Park Ave,Superb location!
Manish Malpani,50,"I stayed here for a couple of nights and was pleasantly surprised by a sea-facing room upgrade. The views from the room were mind-blowing. The housekeeping team,...",The Leela Palace Chennai,Amazing experience
Manish Malpani,40,"The hotel is very close to the IT park and convenient if you have to be in Thoraipakkam. The rooms are clean and of good size.The breakfast buffet is also good,...","Holiday Inn Express Chennai OMR Thoraipakkam, An IHG Hotel",Good location and service
Manish Malpani,50,One of the best Italian food I have tried in this region. Authentic taste and delicious food. The ambience is great as well.,La Kuchina,Best Italian food
Manish Malpani,50,"We were a group of 75 people who were at Jehan Numa palace for 2 days. It was a WOW experience. Starting from the booking of the rooms, check-in, the conference,...",Jehan Numa Palace Hotel,Hospitality and service at its BEST!
Manish Malpani,40,"Nice place for drinks and food  with outdoor seating. Service was good. The atmosphere was lively as many people looked like had come from work. This place is ,...",The Liberty,Delicious Food and atmosphere
Manish Malpani,40,"We decided to meet for dinner with our business associates on recommendation of a colleague and it was a great selection. Being a vegetarian, I had some limitat,...",The Wilson NYC,Good food and service
Manish Malpani,50,"Fantastic! Great place - awesome service, food and superb atmosphere. We sat outside and the experience was great. I am an vegetarian and was able to find  man,...",Shuka,Delicious Mediterranean Food
Manish Malpani,40,"The hotel is located in the center of Manhattan. Everything is at walking distance. What else you need in New York!The rooms are clean and decent. There is a l,...","The New Yorker, A Wyndham Hotel",Great location!
Manish Malpani,50,"Yes, it was Waah Taj! experience. The room with a beautiful view of the Taj and impeccable guest experience. They provided me the early check in and on my reque,...","Tajview, Agra-IHCL SeleQtions",Waah Taj!
Manish Malpani,50,"I stayed at this property for a night in October. It was a great experience. I booked a lake facing room and the view from the room was amazing. The breakfast ,...",Taj Lakefront Bhopal,Superb stay
Manish Malpani,50,"Superb hotel. I was there with my colleagues for business meetings. Rooms are very comfortable. The atmosphere is very cool and very friendly staff and they tak,...",Vivanta by Taj - MG Road Bangalore,Amazing Taj as always!
Manish Malpani,50,"Spend couple of nights at this beautiful hotel in September 2020 while on the way to Pune. I was very worried on how the Covid precautions are taken and other t,...",The Gateway Hotel Ambad Nashik,Great experience with Taj Hospitality!
Atheyrn,20,"As The sayings go:“When in Rome…” And “When in a French restaurant, you order a glass of Champagne”So I ordered a glass of Champagne before dinner, Expecting,...",Bohemian Bar And Restaurant,FLAT
Atheyrn,50,"Amazing food. Cooked to perfection from appetizers to salads to entrees.  Portions bigger than most area restaurants. Excellent choice of wines for every palat,...",Tango Argentine Grill,A Must
Atheyrn,40,"Consistent good tasting food. Large selection for vegetarians and meat loves. Draft beer cold. Service attentive. Thank you server Jessica  for your exception,...",Miller's Ale House,Consistently Good
Atheyrn,50,"Lots and lots of little shops. You can enjoy several hours of walking, talking, shopping, and people watching. One stop shopping. Bring home something for ever,...",Monastiraki,Shops shops shops 
Atheyrn,30,"Eventhough I booked the room through the hotel site itself and not through a cheap third booking site the room assigned to my was right on of surrounding buildi,...",Hilton Garden Inn New York/Midtown Park Ave,Disappointed
Atheyrn,30,"I felt like I was I'm my mom kitchen. No sure what was so southern about the decor cause my mom is not from the south just old fashion no kitchen update in year,...",Sugar Freak,My moms decor 
Atheyrn,50,"Consistently good food with large portions. Their thin crust pizzas, several different varieties, are  the perfect addition to your appetizers or meals. Don’t ,...",Patsy's Pizzeria,Consistent
Atheyrn,50,"Soooo goodAuthentic Excellent Greek wine selection Variety of Greek fish dishesFelt like I was in Greece at a fish taverna enjoying my mealPortions largeA,...",Telly's Taverna,Greek to Me 
Atheyrn,,,Cinco de Mayo,
Atheyrn,40,Post Covid Social distancing placed tables Good food Good drinks Attentive service Sanitizing lotion on every table ,Cinco de Mayo,"Post Covid 
Social distancing"
Atheyrn,50,Consistent Delicious AmazingClean Variety Did I mention delicious??Will continue to patronage No need for dieting ,NY Bakery Café,"Consistent 
Delicious 
Amazing"
